10,0.29,2.894,9.5,        10,-0.116,-0.05,0.02
20,0.306,2.886,9.528,        20,-0.138,-0.054,0.028
30,0.314,2.892,9.524,        30,-0.15,-0.058,0.036
40,0.286,2.936,9.536,        40,-0.148,-0.066,0.042
50,0.29,2.956,9.482,        50,-0.144,-0.078,0.046
60,0.35,3.002,9.396,        60,-0.148,-0.082,0.046
70,0.368,3.056,9.366,        70,-0.138,-0.076,0.044
80,0.374,3.048,9.36,        80,-0.12,-0.072,0.042
90,0.37,2.946,9.358,        90,-0.108,-0.07,0.04
100,0.344,2.93,9.416,        100,-0.12,-0.064,0.038
110,0.35,2.932,9.49,        110,-0.142,-0.062,0.036
120,0.432,2.844,9.464,        120,-0.156,-0.066,0.034
130,0.482,2.78,9.424,        130,-0.166,-0.066,0.03
140,0.458,2.77,9.356,        140,-0.184,-0.062,0.028
150,0.444,2.838,9.382,        150,-0.222,-0.066,0.03
160,0.408,2.872,9.378,        160,-0.276,-0.08,0.028
170,0.432,2.846,9.384,        170,-0.286,-0.092,0.03
180,0.472,2.844,9.408,        180,-0.296,-0.1,0.046
190,0.506,2.818,9.488,        190,-0.346,-0.086,0.046
200,0.43,2.812,9.51,        200,-0.418,-0.122,0.042
210,0.276,2.904,9.61,        210,-0.384,-0.06,0.046
220,0.292,2.692,9.498,        220,-0.252,-0.042,0.038
230,0.416,2.674,9.382,        230,-0.214,-0.042,0.056
240,0.482,2.8,9.392,        240,-0.272,-0.036,0.084
250,0.282,2.808,9.286,        250,-0.28,-0.044,0.082
260,0.514,2.578,9.492,        260,-0.382,-0.036,-0.166
270,0.64,1.81,9.198,        270,-0.684,0.114,-0.174
280,0.49,2.146,9.234,        280,-0.66,0.132,-0.096
290,0.498,2.564,9.532,        290,-0.414,0.058,-0.078
300,0.404,2.498,9.474,        300,-0.162,-0.004,0.036
310,0.174,2.592,9.402,        310,0.028,0.01,0.014
320,1.206,3.828,10.132,        320,0.04,0.018,-0.006
330,0.75,2.138,9.574,        330,-0.052,0.018,0.012
340,0,1.234,9.106,        340,-0.104,0.042,0.01
350,0.58,1.082,9.204,        350,-0.08,0.048,0.012
360,0.654,1.266,9.13,        360,-0.042,0.034,0.018
370,0.33,2.076,9.552,        370,-0.038,0.026,0.014
380,0.414,2.698,9.81,        380,-0.046,0.024,0.01
390,0.562,2.53,9.644,        390,-0.046,0.018,0.008
400,0.456,2.126,9.45,        400,-0.026,0.014,0.006
410,0.318,2.102,9.468,        410,0.008,0.012,0.004
420,0.368,2.236,9.506,        420,0.046,0.012,0
430,0.438,2.256,9.46,        430,0.086,0.012,-0.004
440,0.43,2.226,9.418,        440,0.124,0.012,-0.006
450,0.438,2.142,9.408,        450,0.164,0.014,-0.01
460,0.498,2.102,9.37,        460,0.212,0.024,-0.012
470,0.482,2.132,9.334,        470,0.278,0.032,-0.01
480,0.466,2.132,9.26,        480,0.348,0.038,-0.006
490,0.472,2.158,9.184,        490,0.414,0.044,0
500,0.482,2.232,9.146,        500,0.484,0.056,0.002
510,0.542,2.256,9.082,        510,0.554,0.07,0.002
520,0.566,2.25,8.97,        520,0.624,0.078,-0.008
530,0.592,2.258,8.908,        530,0.702,0.08,-0.022
540,0.614,2.29,8.872,        540,0.794,0.072,-0.04
550,0.652,2.316,8.786,        550,0.884,0.066,-0.052
560,0.716,2.364,8.696,        560,0.944,0.076,-0.05
570,0.72,2.41,8.59,        570,0.97,0.11,-0.044
580,0.628,2.43,8.492,        580,0.972,0.158,-0.03
590,0.548,2.47,8.396,        590,0.976,0.206,-0.014
600,0.584,2.57,8.278,        600,0.982,0.254,-0.006
610,0.73,2.774,8.128,        610,1.006,0.288,-0.002
620,0.902,3.032,8.07,        620,1.05,0.312,-0.008
630,1.058,3.216,8.052,        630,1.096,0.332,-0.026
640,1.09,3.356,8.054,        640,1.134,0.35,-0.054
650,1.04,3.482,8.102,        650,1.156,0.376,-0.078
660,0.934,3.526,8.15,        660,1.158,0.41,-0.108
670,0.83,3.558,8.22,        670,1.156,0.442,-0.134
680,0.768,3.598,8.244,        680,1.168,0.462,-0.162
690,0.694,3.738,8.284,        690,1.204,0.478,-0.186
700,0.712,3.986,8.342,        700,1.268,0.486,-0.21
710,0.71,4.26,8.424,        710,1.346,0.486,-0.224
720,0.584,4.448,8.5,        720,1.41,0.496,-0.234
730,0.342,4.564,8.56,        730,1.462,0.524,-0.236
740,0.168,4.564,8.61,        740,1.518,0.558,-0.232
750,-0.004,4.546,8.646,        750,1.568,0.584,-0.22
760,-0.122,4.652,8.624,        760,1.616,0.61,-0.206
770,-0.128,4.768,8.614,        770,1.654,0.644,-0.204
780,-0.002,4.84,8.55,        780,1.672,0.676,-0.202
790,0.072,4.918,8.42,        790,1.688,0.696,-0.202
800,0.072,4.94,8.382,        800,1.706,0.71,-0.206
810,0.096,5.066,8.302,        810,1.718,0.718,-0.208
820,0.188,5.142,8.138,        820,1.704,0.726,-0.206
830,0.188,5.202,8.05,        830,1.668,0.738,-0.202
840,0.094,5.372,7.988,        840,1.64,0.75,-0.184
850,0.044,5.498,7.948,        850,1.594,0.724,-0.184
860,0.068,5.616,7.834,        860,1.556,0.68,-0.208
870,0.076,5.806,7.866,        870,1.574,0.692,-0.19
880,0.096,6.122,7.922,        880,1.63,0.688,-0.17
890,0.014,6.366,7.954,        890,1.648,0.666,-0.16
900,-0.292,6.504,7.982,        900,1.636,0.66,-0.146
910,-0.276,6.616,7.946,        910,1.632,0.666,-0.132
920,0.148,6.438,7.802,        920,1.632,0.674,-0.114
930,-0.034,6.702,7.464,        930,1.642,0.68,-0.098
940,-0.344,7.148,7.218,        940,1.682,0.688,-0.074
950,-0.21,7.304,7.1,        950,1.726,0.696,-0.054
960,-0.088,7.476,6.996,        960,1.75,0.708,-0.038
970,-0.114,7.65,6.838,        970,1.76,0.71,-0.02
980,-0.204,7.74,6.666,        980,1.772,0.7,-0.008
990,-0.25,7.824,6.5,        990,1.77,0.69,-0.004
1000,-0.34,7.886,6.294,        1000,1.764,0.682,0
1010,-0.432,8.032,6.112,        1010,1.766,0.678,0
1020,-0.608,8.268,6.01,        1020,1.798,0.668,0.006
1030,-0.748,8.414,5.842,        1030,1.852,0.656,0.008
1040,-0.848,8.488,5.594,        1040,1.912,0.644,0.01
1050,-0.89,8.676,5.416,        1050,1.976,0.642,0.024
1060,-0.884,8.81,5.22,        1060,2.012,0.644,0.038
1070,-0.896,8.83,5.048,        1070,2.004,0.648,0.042
1080,-0.98,8.852,4.76,        1080,2.006,0.658,0.046
1090,-1.03,8.838,4.558,        1090,2.026,0.672,0.048
1100,-1.09,8.902,4.438,        1100,2.048,0.688,0.034
1110,-1.148,9.078,4.174,        1110,2.056,0.698,0.018
1120,-1.168,9.212,4.088,        1120,2.048,0.702,0
1130,-1.218,9.336,3.966,        1130,2.02,0.714,-0.032
1140,-1.24,9.342,3.62,        1140,1.956,0.738,-0.074
1150,-1.262,9.296,3.27,        1150,1.846,0.762,-0.122
1160,-1.278,9.272,2.998,        1160,1.714,0.768,-0.17
1170,-1.344,9.298,2.74,        1170,1.564,0.758,-0.21
1180,-1.35,9.336,2.488,        1180,1.398,0.738,-0.244
1190,-1.392,9.456,2.408,        1190,1.246,0.696,-0.274
1200,-1.544,9.622,2.352,        1200,1.15,0.648,-0.296
1210,-1.682,9.796,2.27,        1210,1.094,0.614,-0.298
1220,-1.802,9.822,2.286,        1220,1.016,0.58,-0.298
1230,-1.912,9.898,2.394,        1230,0.91,0.542,-0.286
1240,-2.058,10.07,2.236,        1240,0.846,0.502,-0.242
1250,-2.15,10.002,2.036,        1250,0.838,0.468,-0.226
1260,-2.11,9.786,1.862,        1260,0.818,0.42,-0.184
